LA_code,LA_name,Age_total,total_rate,Aged_4_years,Aged_5_to_9,Aged_10_to_15,Aged_16_to_19,Aged_20_to_24,Aged_25_to_34,Aged_35_to_49,Aged_50_to_64,Aged_65_to_74,Aged_75_to_84,Aged_85_plus,good_health_rate,bad_health_rate,2km_rate,5km_to_10km_rate,20km_to_30km_rate,40km_to_60km_rate,WFH,not_deprived_rate,deprived_1,deprived_2,deprived_3,deprived_4,no_car_rate,one_car_rate,two_car_rate,three_car_rate
E08000035,Leeds,811950,1.89,57.64,61.1,70.28,52.85,86.78,149.35,193.82,172.05,83.75,51.19,21.19,495.17,38.94,46.63,66.93,11.4,2.81,155.9,483.09,328.99,143.75,41.36,2.82,50.8,73.9,41.3,10.87
E08000036,Wakefield,353375,2.27,56.81,59.41,70.08,39.43,50.94,138.59,190,206.25,104.5,62.57,21.43,447.07,50.65,52.25,65.69,19.75,2.71,104.61,447.39,338.37,165.24,47.3,1.7,42.82,78.32,51.43,15.07
E08000037,Gateshead,196144,2.27,51.25,56.44,67.68,40.93,53.08,131.9,188.29,207.66,108.9,67.31,26.55,437.49,56.69,47.81,77.94,8.88,2.93,119.44,448.06,334.08,166.86,49.17,1.83,66.71,85.92,42.71,10.55
E09000001,City of London,8579,1.28,24.94,18.65,24.01,21.56,112.48,257.96,211.56,188.48,82.88,43.36,14.1,575.47,21.68,78.8,28.09,1.75,1.05,419.86,597.62,314.84,70.64,15.27,1.63,253.18,63.64,8.16,2.91
E09000002,Barking and Dagenham,218863,2.34,78.82,83.76,98.44,53.96,60.49,152.02,231.38,154.19,48.98,26.59,11.37,511.41,37.32,29.6,51.09,21.37,2.71,89.43,375.92,370.71,190.66,58.84,3.88,39.62,51.21,18.38,4.81
E09000003,Barnet,389340,2.23,61.92,64.86,78.68,42.74,57.52,149.52,226.91,173.77,76.55,45.73,21.81,548.56,30.11,32.56,60.38,5.89,1.59,204.52,495.73,329.95,133.47,36.36,4.48,43.79,65.81,28.57,8.12
E09000004,Bexley,246473,2.35,60.98,65.72,78.79,45.17,54.8,129.78,206.35,192.51,85.99,55.85,24.07,507.89,32.98,32.29,55.8,18.21,2.4,165.1,485.19,342.34,138.85,31.46,2.16,33.46,67.81,35.54,12.7
E09000005,Brent,339818,2.33,58.77,58.37,73.19,48.92,72.36,174.09,224.13,173.78,64.47,36.68,15.25,520.26,32.84,40.82,70.33,6.05,1.67,144.16,399.42,365.06,177.19,53.35,4.98,53.72,47.57,15.71,4.83
E09000006,Bromley,329989,2.04,59.07,62.51,75.11,40.47,44.47,123.5,222.84,195.55,90.47,58.71,27.32,533.99,29.38,28.36,47.84,13.53,1.5,228.83,546.42,312.41,113.09,26.4,1.68,38.77,78.53,38.66,13.45
E09000007,Camden,210134,1.47,47.74,46.98,58.64,56.19,95.96,202.46,211.33,162.55,65.02,38.54,14.58,555.32,38.13,45.55,44.5,2.67,1.18,276.54,475.23,319.12,145.92,53.23,6.5,124.02,58.78,10.1,1.96
E09000008,Croydon,390718,2.34,64.42,63.96,77.19,45.08,55.33,151.36,219.43,187.39,74.28,43.37,18.19,512.01,32.59,35.68,60.87,11.87,2.04,181.66,479.95,338.5,141.45,36.49,3.61,51.52,66.22,26.6,8.89
E09000009,Ealing,367122,2.02,58.6,60.59,76.23,47.57,61.63,162.56,236.49,175.22,68.05,38.04,15.03,524.51,31.65,38.55,68.29,7.14,1.87,171.98,460.33,341.56,151.69,42.54,3.88,48.78,58.03,20.04,5.7
E09000010,Enfield,329986,2.25,64.42,68.94,87.26,50.47,57.93,134.25,216.01,184.31,72.57,44.37,19.47,506.44,36.82,37.13,50.1,9.3,1.82,136.3,421.88,356.6,167.13,49.72,4.68,41.66,59.54,24.83,8.25
E09000011,Greenwich,289067,1.66,65.82,64.97,74.42,43.55,63.53,181.91,236.29,164.94,59.85,32.53,12.18,527.27,35.06,31.37,61.85,7.39,2.14,200.5,482.43,321.07,145.56,47.19,3.75,67.13,66.07,17.75,4.72
E09000012,Hackney,259148,1.84,62.26,58.5,70.94,43.06,71.74,244.96,222.71,146.72,48.13,22.37,8.61,566.61,36.53,52.92,60.48,3.25,1.43,257.94,449.52,325.09,159.98,59.7,5.7,108.73,51.06,6.58,1.2
E09000013,Hammersmith and Fulham,183161,1.53,49.55,48.18,58.04,35.93,92.6,233.61,217.42,161.02,58.51,33.19,11.95,590.02,30.59,49.45,65.88,3.02,1.16,280.19,513.86,310.7,129.92,40.85,4.66,113.04,69.63,11.97,2.1
E09000014,Haringey,264234,1.79,56.51,55.79,70.25,43.82,61.93,188.86,241.94,176.04,60.42,32.26,12.17,530.53,36.19,34.04,82.51,6.21,1.61,211.05,433.17,338.55,167.75,54.76,5.78,83.4,60.05,12.31,2.43
E09000015,Harrow,261203,2.47,60.1,61.76,75.61,45.07,57.93,149.02,222.29,174.38,81.97,50.12,21.75,515.13,29.54,33.98,53.36,14.27,2.54,172.95,487.28,345.29,134,30.82,2.6,29.12,52.1,27.71,8.85
E09000016,Havering,262057,3.22,62.93,64.34,72.39,43.36,53.83,138.26,201.65,187.29,91.56,57.78,26.6,498.99,34.12,34.43,45.91,37.46,2.57,158.95,472.99,345.25,146.72,32.95,2.09,32.16,65.93,37.21,14.05
E09000017,Hillingdon,305916,2.31,64.99,66.91,77.41,48.61,64.76,145.3,224.48,172.94,72.27,43.01,19.32,513.13,30.22,37.35,65.39,21.22,2.21,147.73,459,349.79,150.58,37.63,2.99,28.42,56.09,31.65,11.32
E09000018,Hounslow,288181,1.97,63.23,66.3,76.94,43.93,58.14,158.64,246.26,168.76,67.56,36.39,13.85,519.2,31.29,39.93,72.15,10.21,1.83,156.31,441,352.27,160.14,42.51,4.08,41.81,56.42,22.24,7.19
E09000019,Islington,216587,1.5,51.76,46.05,54.38,40.7,85.31,258.85,214.28,154.86,54.61,28.39,10.83,548,41.1,41.21,49.1,3.39,1.01,297.94,483.51,304.71,151.06,56.06,4.66,132.75,57.03,7.42,1.3
E09000020,Kensington and Chelsea,143376,1.75,43.04,44.39,54.06,37.94,85.1,175.36,211.72,204.71,78.98,47.53,17.16,596.07,33.52,39.3,42.38,1.99,1.14,279.06,525.9,302.69,121.42,43.63,6.37,126.9,71.13,16.03,3.56
E09000021,Kingston upon Thames,168064,1.81,56.88,62.55,74.54,44.67,66.37,138.47,233.02,178.77,79.3,45.98,19.46,541.21,25.98,47.31,46.11,9.18,1.62,233.55,558.3,308.93,107.35,23.65,1.77,39.19,73.06,31.09,9.15
E09000022,Lambeth,317662,1.64,48.05,47.03,58.25,37.51,84.22,257.82,218.13,163.15,49.85,26.02,9.96,562.03,30.16,32.29,86.57,4.09,1.51,288.89,500.16,317.21,138.28,40.83,3.51,104.29,62.1,11.02,2.36
E09000023,Lewisham,300554,1.83,63.64,60.46,69.34,41.28,62.58,194.42,239.68,173.28,53.54,29.82,11.95,531.17,32.91,31.89,75.28,4.41,1.45,232.83,472.11,324.87,151.61,47.02,4.38,79.08,67.89,15.18,3.68
E09000024,Merton,215188,2,62.88,61.81,72.42,38.4,51.89,168.95,244.43,173.42,69.63,39.5,16.67,549.01,26.02,37.01,58.47,6,1.47,225.01,539.06,313.18,117.86,27.85,2.05,47.67,68.55,22.19,5.83
E09000025,Newham,351039,2.12,67.96,66.45,78.86,50.61,80.58,207.2,235.56,141.1,43.86,20.46,7.37,514.13,33.68,37.34,66.98,8.93,2.47,135.99,393.04,357.52,183.8,61.3,4.34,55.96,40.91,9.3,2.1
E09000026,Redbridge,310260,2.63,68.31,70.05,81.59,49.72,61.13,150.32,232.47,164.15,67.39,38.04,16.82,513.12,30.51,30.55,53.75,13.84,2.27,159.24,462.76,349.56,147.71,37.3,2.67,30.74,50.83,22.7,7.47
E09000027,Richmond upon Thames,195278,1.51,56.86,65.61,79.53,40.19,42.14,112.91,240.42,201.3,87.49,52.35,21.21,593.81,23.42,31.6,40.84,5.77,1.25,293.54,610.38,280.58,86.64,20.79,1.61,43.42,88.34,31.3,7.75
E09000028,Southwark,307641,1.36,53.19,51.66,62.56,42.83,82.82,238.02,222.03,163.41,48.98,24.79,9.73,557.86,31.05,43.41,69.87,3.81,1.7,262.78,485.46,319.66,145.38,46.37,3.13,108.99,60.01,9.92,1.9
E09000029,Sutton,209640,2.17,61.04,67.98,80.79,41.85,47.43,129.75,233.92,185.84,80.94,48.68,21.78,514.18,30.16,44.38,58.92,8.65,1.74,181.38,508.72,331,127.06,30.95,2.27,35.19,72.45,35.2,11.45
E09000030,Tower Hamlets,310303,1.61,61.52,56.91,66.63,48.61,103.09,274.51,225.44,106.99,33.45,16.19,6.66,529.67,36,48.21,57.33,3.27,2.21,252.07,464.05,318.05,155.01,58.52,4.37,100.17,43.28,6.33,1.12
E09000031,Waltham Forest,278429,1.95,68.19,62.64,71.18,42.87,55.93,183.45,249.73,164.01,57.46,32.19,12.35,515.17,33.32,35.7,66.89,7.54,1.77,189.51,452.63,338.05,160.92,44.7,3.69,57.52,58.33,16.19,4.54
E09000032,Wandsworth,327506,1.36,57.1,51.62,55.99,31.83,72.8,262.97,228.07,143.93,53.07,30.33,12.29,606.33,24.02,35.59,72.19,3.71,1.32,328.66,583.63,278.56,104.99,29.94,2.88,84.23,73.94,15,2.82
E09000033,Westminster,204240,1.75,41.63,38.57,50.87,43.57,94.64,216.25,214.98,178.16,66.81,39.26,15.27,563.22,36.25,50.43,34.96,2.5,1.17,277.94,501.4,304.16,134.24,53,7.2,142.72,59.8,10.61,2.38
